; ===================================================================
; LEAF FUNCTIONS — MAKE NO OUTGOING CALLS (likely math/physics primitives)
; Rockstar Table Tennis  -  default.xex
; ===================================================================

; ADDRESS         NAME
; --------------  ----------------------------------------

  0x8251C1C0  sub_8251C1C0  [called 1x]
  0x825295A0  sub_825295A0  [called 1x]
  0x82529688  sub_82529688  [called 1x]
  0x82529AB0  sub_82529AB0  [called 1x]
  0x82529E98  sub_82529E98  [called 1x]
  0x82531C18  sub_82531C18  [called 0x]
  0x82531D60  sub_82531D60  [called 1x]
  0x82532508  sub_82532508  [called 1x]
  0x82533FE0  sub_82533FE0  [called 2x]
  0x82534078  sub_82534078  [called 2x]
  0x82536840  sub_82536840  [called 1x]
  0x8253E148  sub_8253E148  [called 6x]
  0x8253FB60  sub_8253FB60  [called 1x]
  0x8253FBF0  sub_8253FBF0  [called 1x]
  0x825496A0  sub_825496A0  [called 1x]
  0x82550210  sub_82550210  [called 3x]
  0x825503B8  sub_825503B8  [called 4x]
  0x82551038  sub_82551038  [called 5x]
  0x825510F0  sub_825510F0  [called 8x]
  0x82552F40  sub_82552F40  [called 1x]
  0x82553698  sub_82553698  [called 1x]
  0x825537D8  sub_825537D8  [called 1x]
  0x82553B00  sub_82553B00  [called 4x]
  0x82553B50  sub_82553B50  [called 2x]
  0x82553BD8  sub_82553BD8  [called 3x]
  0x82555718  sub_82555718  [called 2x]
  0x82556EB0  sub_82556EB0  [called 1x]
  0x82557B00  sub_82557B00  [called 2x]
  0x82557B38  sub_82557B38  [called 2x]
  0x82557B70  sub_82557B70  [called 5x]
  0x82557EB8  sub_82557EB8  [called 5x]
  0x8255A220  sub_8255A220  [called 0x]
  0x8255A330  sub_8255A330  [called 2x]
  0x8255AC50  sub_8255AC50  [called 1x]
  0x8255AE50  sub_8255AE50  [called 1x]
  0x8255AE80  sub_8255AE80  [called 1x]
  0x8255B118  sub_8255B118  [called 1x]
  0x8255C1D0  sub_8255C1D0  [called 2x]
  0x8255CA88  sub_8255CA88  [called 1x]
  0x8255D210  sub_8255D210  [called 2x]
  0x8255D578  sub_8255D578  [called 1x]
  0x8255DE50  sub_8255DE50  [called 1x]
  0x8255E890  sub_8255E890  [called 1x]
  0x8255F918  sub_8255F918  [called 1x]
  0x82560AA8  sub_82560AA8  [called 2x]
  0x82562A48  sub_82562A48  [called 3x]
  0x825635F0  sub_825635F0  [called 1x]
  0x82564E30  sub_82564E30  [called 1x]
  0x82566B58  sub_82566B58  [called 2x]
  0x82566B78  sub_82566B78  [called 29x]
  0x82566C20  sub_82566C20  [called 3x]
  0x82566C80  sub_82566C80  [called 21x]
  0x82566EA8  sub_82566EA8  [called 2x]
  0x82566F88  sub_82566F88  [called 3x]
  0x82566F98  sub_82566F98  [called 52x]
  0x82567080  sub_82567080  [called 1x]
  0x82567090  sub_82567090  [called 1x]
  0x825670A8  sub_825670A8  [called 3x]
  0x825670C0  sub_825670C0  [called 3x]
  0x825670C8  sub_825670C8  [called 1x]
  0x82567550  sub_82567550  [called 4x]
  0x82567590  sub_82567590  [called 1x]
  0x82567948  sub_82567948  [called 6x]
  0x825681B0  sub_825681B0  [called 6x]
  0x825681D0  sub_825681D0  [called 1x]
  0x82568680  sub_82568680  [called 6x]
  0x82568688  sub_82568688  [called 1x]
  0x82568710  sub_82568710  [called 1x]
  0x82568788  sub_82568788  [called 1x]
  0x82568838  sub_82568838  [called 1x]
  0x82568858  sub_82568858  [called 3x]
  0x82568A40  sub_82568A40  [called 29x]
  0x82569010  sub_82569010  [called 1x]
  0x82569158  sub_82569158  [called 1x]
  0x82569170  sub_82569170  [called 1x]
  0x82569230  sub_82569230  [called 1x]
  0x82569394  sub_82569394  [called 59x]
  0x825693C0  sub_825693C0  [called 16x]
  0x825693E8  sub_825693E8  [called 1x]
  0x82569438  sub_82569438  [called 1x]
  0x82569980  sub_82569980  [called 28x]
  0x82569A30  sub_82569A30  [called 2x]
  0x8256AB18  sub_8256AB18  [called 1x]
  0x8256BA00  sub_8256BA00  [called 1x]
  0x8256BA10  sub_8256BA10  [called 1x]
  0x8256BA38  sub_8256BA38  [called 1x]
  0x8256C1D8  sub_8256C1D8  [called 3x]
  0x8256C5E8  sub_8256C5E8  [called 6x]
  0x8256C608  sub_8256C608  [called 5x]
  0x8256CA88  sub_8256CA88  [called 1x]
  0x8256CBB0  sub_8256CBB0  [called 1x]
  0x8256CC80  sub_8256CC80  [called 1x]
  0x8256D4F0  sub_8256D4F0  [called 1x]
  0x8256E248  sub_8256E248  [called 9x]
  0x8256E6A8  sub_8256E6A8  [called 1x]
  0x8256F5F0  sub_8256F5F0  [called 2x]
  0x8256F710  sub_8256F710  [called 1x]
  0x8256F948  sub_8256F948  [called 1x]
  0x8256FA18  sub_8256FA18  [called 2x]
  0x8256FB68  sub_8256FB68  [called 1x]
  0x8256FB70  sub_8256FB70  [called 1x]
  0x8256FB80  sub_8256FB80  [called 1x]
  0x8256FB90  sub_8256FB90  [called 1x]
  0x8256FBA0  sub_8256FBA0  [called 1x]
  0x8256FBB0  sub_8256FBB0  [called 1x]
  0x8256FBC0  sub_8256FBC0  [called 1x]
  0x8256FBD0  sub_8256FBD0  [called 2x]
  0x82571178  sub_82571178  [called 1x]
  0x825718A0  sub_825718A0  [called 1x]
  0x82575040  sub_82575040  [called 1x]
  0x82575140  sub_82575140  [called 1x]
  0x82575158  sub_82575158  [called 2x]
  0x825756F8  sub_825756F8  [called 1x]
  0x82575838  sub_82575838  [called 1x]
  0x82575B20  sub_82575B20  [called 1x]
  0x82575BD0  sub_82575BD0  [called 1x]
  0x82575CC8  sub_82575CC8  [called 1x]
  0x82575D38  sub_82575D38  [called 1x]
  0x825764C8  sub_825764C8  [called 1x]
  0x825764E0  sub_825764E0  [called 1x]
  0x82576558  sub_82576558  [called 1x]
  0x825769A0  sub_825769A0  [called 3x]
  0x825769D0  sub_825769D0  [called 2x]
  0x82576A08  sub_82576A08  [called 2x]
  0x82576E48  sub_82576E48  [called 2x]
  0x82576EF0  sub_82576EF0  [called 4x]
  0x82576F50  sub_82576F50  [called 1x]
  0x82577038  sub_82577038  [called 1x]
  0x82577408  sub_82577408  [called 1x]
  0x82577D90  sub_82577D90  [called 2x]
  0x82577E08  sub_82577E08  [called 1x]
  0x82577FA8  sub_82577FA8  [called 1x]
  0x82578C08  sub_82578C08  [called 1x]
  0x82578D08  sub_82578D08  [called 1x]
  0x825791D8  sub_825791D8  [called 1x]
  0x82579258  sub_82579258  [called 2x]
  0x82579498  sub_82579498  [called 1x]
  0x82579750  sub_82579750  [called 1x]
  0x82579B58  sub_82579B58  [called 2x]
  0x82579C78  sub_82579C78  [called 1x]
  0x8257A310  sub_8257A310  [called 1x]
  0x8257A4D0  sub_8257A4D0  [called 1x]
  0x8257A5E0  sub_8257A5E0  [called 1x]
  0x8257A5E8  sub_8257A5E8  [called 1x]
  0x8257A640  sub_8257A640  [called 1x]
  0x8257A6B0  sub_8257A6B0  [called 1x]
  0x8257A740  sub_8257A740  [called 1x]
  0x8257A910  sub_8257A910  [called 1x]
  0x8257A9E0  sub_8257A9E0  [called 1x]
  0x8257AEB0  sub_8257AEB0  [called 1x]
  0x8257B028  sub_8257B028  [called 8x]
  0x8257B3E0  sub_8257B3E0  [called 1x]
  0x8257BBE0  sub_8257BBE0  [called 0x]
  0x8257BBF0  sub_8257BBF0  [called 0x]
  0x8257BC60  sub_8257BC60  [called 0x]
  0x8257BCA8  sub_8257BCA8  [called 0x]
  0x8257BCD8  sub_8257BCD8  [called 0x]
  0x8257BD68  sub_8257BD68  [called 0x]
  0x8257BD78  sub_8257BD78  [called 0x]
  0x8257BD88  sub_8257BD88  [called 0x]
  0x8257BE90  sub_8257BE90  [called 0x]
  0x8257BFB0  sub_8257BFB0  [called 0x]
  0x8257C1C0  sub_8257C1C0  [called 0x]
  0x8257C1D0  sub_8257C1D0  [called 0x]
  0x8257C240  sub_8257C240  [called 0x]
  0x8257C4B0  sub_8257C4B0  [called 0x]
  0x8257C4C0  sub_8257C4C0  [called 0x]
  0x8257C4D0  sub_8257C4D0  [called 0x]
  0x8257C6C0  sub_8257C6C0  [called 0x]
  0x8257C6D0  sub_8257C6D0  [called 0x]
  0x8257C6E0  sub_8257C6E0  [called 0x]
  0x8257C6F0  sub_8257C6F0  [called 0x]
  0x8257C9F8  sub_8257C9F8  [called 0x]
  0x8257CA08  sub_8257CA08  [called 0x]
  0x8257CA18  sub_8257CA18  [called 0x]
  0x8257CA28  sub_8257CA28  [called 0x]
  0x8257CA38  sub_8257CA38  [called 0x]
  0x8257CA48  sub_8257CA48  [called 0x]
  0x8257CA58  sub_8257CA58  [called 0x]
  0x8257CA68  sub_8257CA68  [called 0x]
  0x8257CA78  sub_8257CA78  [called 0x]
  0x8257CA88  sub_8257CA88  [called 0x]
  0x8257CA98  sub_8257CA98  [called 0x]
  0x8257CB50  sub_8257CB50  [called 0x]
  0x8257CBE8  sub_8257CBE8  [called 0x]
  0x8257CCC8  sub_8257CCC8  [called 0x]
  0x8257CCD8  sub_8257CCD8  [called 0x]
  0x8257D3D0  sub_8257D3D0  [called 0x]
  0x8257D3E0  sub_8257D3E0  [called 0x]
  0x8257D3F0  sub_8257D3F0  [called 0x]
  0x8257D400  sub_8257D400  [called 0x]
  0x8257D410  sub_8257D410  [called 0x]
  0x8257D728  sub_8257D728  [called 0x]
  0x8257D738  sub_8257D738  [called 0x]
  0x8257D748  sub_8257D748  [called 0x]
  0x8257D818  sub_8257D818  [called 0x]
  0x8257D828  sub_8257D828  [called 0x]
  0x8257D838  sub_8257D838  [called 0x]
  0x8257D848  sub_8257D848  [called 0x]
  0x8257D858  sub_8257D858  [called 0x]
  0x8257D868  sub_8257D868  [called 0x]
  0x8257D878  sub_8257D878  [called 0x]
  0x8257D888  sub_8257D888  [called 0x]
  0x8257D898  sub_8257D898  [called 0x]
  0x8257D8A8  sub_8257D8A8  [called 0x]
  0x8257D8B8  sub_8257D8B8  [called 0x]
  0x8257D908  sub_8257D908  [called 0x]
  0x8257DA58  sub_8257DA58  [called 0x]
  0x8257DA68  sub_8257DA68  [called 0x]
  0x8257DA78  sub_8257DA78  [called 0x]
  0x8257DA88  sub_8257DA88  [called 0x]
  0x8257DCE8  sub_8257DCE8  [called 0x]
  0x8257DD18  sub_8257DD18  [called 0x]
  0x8257EAF0  sub_8257EAF0  [called 0x]
  0x8257EE68  sub_8257EE68  [called 0x]
  0x8257EE78  sub_8257EE78  [called 0x]
  0x8257F008  sub_8257F008  [called 0x]
  0x8257F018  sub_8257F018  [called 0x]
  0x8257F028  sub_8257F028  [called 0x]
  0x8257F038  sub_8257F038  [called 0x]
  0x8257F088  sub_8257F088  [called 0x]
  0x8257F0B8  sub_8257F0B8  [called 0x]
  0x8257F0C8  sub_8257F0C8  [called 0x]
  0x8257F2F8  sub_8257F2F8  [called 0x]
  0x8257F3E0  sub_8257F3E0  [called 0x]
  0x8257F448  sub_8257F448  [called 0x]
  0x8257F4B8  sub_8257F4B8  [called 0x]
  0x8257F668  sub_8257F668  [called 0x]
  0x8257F6E0  sub_8257F6E0  [called 0x]
  0x8257F758  sub_8257F758  [called 0x]
  0x8257F7D0  sub_8257F7D0  [called 0x]
  0x8257F848  sub_8257F848  [called 0x]
  0x8257F8C0  sub_8257F8C0  [called 0x]
  0x8257F938  sub_8257F938  [called 0x]
  0x8257F9B0  sub_8257F9B0  [called 0x]
  0x8257FA28  sub_8257FA28  [called 0x]
  0x8257FAA0  sub_8257FAA0  [called 0x]
  0x8257FB18  sub_8257FB18  [called 0x]
  0x8257FB90  sub_8257FB90  [called 0x]
  0x8257FC08  sub_8257FC08  [called 0x]
  0x8257FC80  sub_8257FC80  [called 0x]
  0x8257FCF8  sub_8257FCF8  [called 0x]
  0x8257FD70  sub_8257FD70  [called 0x]
  0x8257FDE8  sub_8257FDE8  [called 0x]
  0x8257FE60  sub_8257FE60  [called 0x]
  0x8257FED8  sub_8257FED8  [called 0x]
  0x8257FF50  sub_8257FF50  [called 0x]
  0x8257FFC8  sub_8257FFC8  [called 0x]
  0x82580040  sub_82580040  [called 0x]
  0x825800B8  sub_825800B8  [called 0x]
  0x82580130  sub_82580130  [called 0x]
  0x825801A8  sub_825801A8  [called 0x]
  0x82580220  sub_82580220  [called 0x]
  0x82580298  sub_82580298  [called 0x]
  0x82580310  sub_82580310  [called 0x]
  0x82580388  sub_82580388  [called 0x]
  0x82580400  sub_82580400  [called 0x]
  0x82580478  sub_82580478  [called 0x]
  0x825804F0  sub_825804F0  [called 0x]
  0x82580568  sub_82580568  [called 0x]
  0x825805E0  sub_825805E0  [called 0x]
  0x82580658  sub_82580658  [called 0x]
  0x825806D0  sub_825806D0  [called 0x]
  0x82580748  sub_82580748  [called 0x]
  0x825807C0  sub_825807C0  [called 0x]
  0x82580838  sub_82580838  [called 0x]
  0x825808B0  sub_825808B0  [called 0x]
  0x82580928  sub_82580928  [called 0x]
  0x825809A0  sub_825809A0  [called 0x]
  0x82580A18  sub_82580A18  [called 0x]
  0x82580A90  sub_82580A90  [called 0x]
  0x82580B08  sub_82580B08  [called 0x]
  0x82580B80  sub_82580B80  [called 0x]
  0x82580BF8  sub_82580BF8  [called 0x]
  0x82580C70  sub_82580C70  [called 0x]
  0x82580CE8  sub_82580CE8  [called 0x]
  0x82580D60  sub_82580D60  [called 0x]
  0x82580DD8  sub_82580DD8  [called 0x]
  0x82580E50  sub_82580E50  [called 0x]
  0x82580EC8  sub_82580EC8  [called 0x]
  0x82580F40  sub_82580F40  [called 0x]
  0x82580FB8  sub_82580FB8  [called 0x]
  0x82581030  sub_82581030  [called 0x]
  0x825810A8  sub_825810A8  [called 0x]
  0x82581120  sub_82581120  [called 0x]
  0x82581198  sub_82581198  [called 0x]
  0x82581210  sub_82581210  [called 0x]
  0x82581288  sub_82581288  [called 0x]
  0x82581300  sub_82581300  [called 0x]
  0x82581378  sub_82581378  [called 0x]
  0x825813F0  sub_825813F0  [called 0x]
  0x82581468  sub_82581468  [called 0x]
  0x825814E0  sub_825814E0  [called 0x]
  0x82581558  sub_82581558  [called 0x]
  0x825815D0  sub_825815D0  [called 0x]
  0x82581648  sub_82581648  [called 0x]
  0x825816C0  sub_825816C0  [called 0x]
  0x82581738  sub_82581738  [called 0x]
  0x825817B0  sub_825817B0  [called 0x]
  0x82581828  sub_82581828  [called 0x]
  0x825818D8  sub_825818D8  [called 0x]
  0x825830E8  sub_825830E8  [called 0x]
  0x825830F8  sub_825830F8  [called 0x]
  0x82583138  sub_82583138  [called 0x]
  0x82583188  sub_82583188  [called 0x]
  0x82583198  sub_82583198  [called 0x]
  0x825831A8  sub_825831A8  [called 0x]
  0x825831B8  sub_825831B8  [called 0x]
  0x825831C8  sub_825831C8  [called 0x]
  0x82583278  sub_82583278  [called 0x]
  0x825836E8  sub_825836E8  [called 0x]
  0x825836F8  sub_825836F8  [called 0x]
  0x82583708  sub_82583708  [called 0x]
  0x82583850  sub_82583850  [called 0x]
  0x82583860  sub_82583860  [called 0x]
  0x825838B8  sub_825838B8  [called 0x]
  0x82583C08  sub_82583C08  [called 0x]
  0x82583E00  sub_82583E00  [called 0x]
  0x82583E10  sub_82583E10  [called 0x]
  0x82583E20  sub_82583E20  [called 0x]
  0x82583E58  sub_82583E58  [called 0x]
  0x82583E68  sub_82583E68  [called 0x]
  0x82583F08  sub_82583F08  [called 0x]
  0x82583F18  sub_82583F18  [called 0x]
  0x82583F28  sub_82583F28  [called 0x]
  0x82583F68  sub_82583F68  [called 0x]
  0x82583FA8  sub_82583FA8  [called 0x]
  0x82583FE8  sub_82583FE8  [called 0x]
  0x82584028  sub_82584028  [called 0x]
  0x82584068  sub_82584068  [called 0x]
  0x825840A8  sub_825840A8  [called 0x]
  0x825840E8  sub_825840E8  [called 0x]
  0x82584128  sub_82584128  [called 0x]
  0x82584DD8  sub_82584DD8  [called 0x]
  0x82584DE8  sub_82584DE8  [called 0x]
  0x82585278  sub_82585278  [called 0x]
  0x82585288  sub_82585288  [called 0x]
  0x82585AE8  sub_82585AE8  [called 0x]
  0x82585AF8  sub_82585AF8  [called 0x]
  0x82585B08  sub_82585B08  [called 0x]
  0x82585B20  sub_82585B20  [called 0x]
  0x82586E38  sub_82586E38  [called 1x]
  0x82586E40  sub_82586E40  [called 1x]
  0x8258BE00  sub_8258BE00  [called 3x]
  0x8258BEE0  sub_8258BEE0  [called 2x]
  0x8258D2C8  sub_8258D2C8  [called 2x]
  0x8258D670  sub_8258D670  [called 2x]
  0x8258D930  sub_8258D930  [called 2x]
  0x8258DB98  sub_8258DB98  [called 4x]
  0x8258DD00  sub_8258DD00  [called 3x]
  0x8258DE48  sub_8258DE48  [called 1x]
  0x8258E220  sub_8258E220  [called 1x]
  0x8258E5A0  sub_8258E5A0  [called 1x]
  0x8258E980  sub_8258E980  [called 3x]
  0x8258EE70  sub_8258EE70  [called 3x]
  0x8258F270  sub_8258F270  [called 3x]
  0x8258F788  sub_8258F788  [called 4x]
  0x8258F960  sub_8258F960  [called 4x]
  0x8258FAB8  sub_8258FAB8  [called 4x]
  0x82590528  sub_82590528  [called 0x]
  0x82590770  sub_82590770  [called 0x]
  0x82591948  sub_82591948  [called 0x]
  0x82591F10  sub_82591F10  [called 3x]
  0x825920A0  sub_825920A0  [called 3x]
  0x825922F0  sub_825922F0  [called 3x]
  0x82592798  sub_82592798  [called 2x]
  0x82592858  sub_82592858  [called 2x]
  0x82598000  sub_82598000  [called 1x]
  0x825990C8  sub_825990C8  [called 1x]
  0x825991D8  sub_825991D8  [called 1x]
  0x8259C458  sub_8259C458  [called 1x]
  0x8259C998  sub_8259C998  [called 1x]
  0x8259CB08  sub_8259CB08  [called 0x]
  0x8259CB60  sub_8259CB60  [called 0x]
  0x8259CBF0  sub_8259CBF0  [called 2x]
  0x8259CCD8  sub_8259CCD8  [called 1x]
  0x8259DEF0  sub_8259DEF0  [called 2x]
  0x8259DF80  sub_8259DF80  [called 1x]
  0x8259F0F0  sub_8259F0F0  [called 0x]
  0x8259F108  sub_8259F108  [called 0x]
  0x8259F898  sub_8259F898  [called 2x]
  0x8259F948  sub_8259F948  [called 1x]
  0x8259FF10  sub_8259FF10  [called 1x]
  0x8259FFF0  sub_8259FFF0  [called 2x]
  0x825A0010  sub_825A0010  [called 1x]
  0x825A0020  sub_825A0020  [called 4x]
  0x825A00F8  sub_825A00F8  [called 1x]
  0x825A1450  sub_825A1450  [called 1x]
  0x825A1458  sub_825A1458  [called 1x]
  0x825A2E58  sub_825A2E58  [called 1x]
  0x825A8CC0  sub_825A8CC0  [called 2x]
  0x825A8D90  sub_825A8D90  [called 2x]
  0x825AA3C0  sub_825AA3C0  [called 1x]
  0x825AAAC8  sub_825AAAC8  [called 1x]
  0x825AAAE0  sub_825AAAE0  [called 1x]
